restaurant_id,city_id,name,international_phone_number,formatted_address,latitude,longitude
1,1,Belfast Love Public House,14163632223,"548 King St W, Toronto, ON M5V 1M3, Canada",43.6448919,-79.398451
2,1,SPiN Toronto,14165997746,"461 King St W, Toronto, ON M5V 1K4, Canada",43.6444564,-79.3960911
3,1,Tropical Joe's,14164615030,"1000 Gerrard St E, Toronto, ON M4M 1Z3, Canada",43.6700658,-79.338837
4,1,Phipps Bakery Cafe,14164819111,"420 Eglinton Ave W, Toronto, ON M5N 1A2, Canada",43.7041778,-79.411118
5,1,Lee,14165047867,"601 King St W, Toronto, ON M5V 1M5, Canada",43.644133,-79.400392
6,1,Banaboia,14166540967,"501 Rogers Rd, York, ON M6M 1B4, Canada",43.6819438,-79.4681943
7,1,Trattoria Fieramosca,14163230636,"36 A Prince Arthur Ave, Toronto, ON M5R 1A9, Canada",43.6695406,-79.3973027
8,1,Dundas Street Grille,14162396244,"5238 Dundas St W, Etobicoke, ON M9B 1A9, Canada",43.638935,-79.53826
9,1,Royal Meats Barbeque,14162511144,"710 Kipling Ave, Etobicoke, ON M8Z 5G5, Canada",43.6254577,-79.5292541
10,1,Milestones,14165982800,"10 Dundas St E Unit # 400, Toronto, ON M5B 2G9, Canada",43.6567475,-79.3804815
11,1,St. Matthew's,14166584126,"527 Rogers Rd, York, ON M6M 1B4, Canada",43.6821096,-79.4690042
12,1,Purple Penguin Cafe,14164658448,"889 Queen St E, Toronto, ON M4M 1J4, Canada",43.660464,-79.34232
13,1,Genghis Khan Mongolian Grill,14164498228,"900 Don Mills Rd #2, North York, ON M3C 1V6, Canada",43.7269871,-79.3414943
14,1,Congee Star,14163858822,"900 Don Mills Rd, North York, ON M3C 1V6, Canada",43.7266998,-79.3419761
15,1,Memories of Japan,14164493773,"900 Don Mills Rd, North York, ON M3C 1V6, Canada",43.7272245,-79.3414984
16,1,Queen Margherita Pizza,14164666555,"1402 Queen St E, Toronto, ON M4L 1C9, Canada",43.6647558,-79.3242952
17,1,Red Rocket Coffee,14164060880,"1364 Danforth Ave, Toronto, ON M4J 1M9, Canada",43.6824521,-79.3284706
18,1,Wakame Sushi,14166310505,"638 Sheppard Ave W, North York, ON M3H 2S1, Canada",43.7554612,-79.4409696
19,1,Burger King,14166867191,"3003 Danforth Ave, East York, ON M4C 1M9, Canada",43.6908478,-79.2885366
20,1,Morgan's On The Danforth,14164613020,"1282 Danforth Ave, Toronto, ON M4J 1M6, Canada",43.682065,-79.330303
21,1,Dino's,14162590050,"820 The Queensway, Etobicoke, ON M8Z 1N5, Canada",43.6252431,-79.5082823
22,1,McDonald's,14165979502,"260 Yonge St Unit J-002, Toronto, ON M5B 2L9, Canada",43.654668,-79.3810305
23,1,Yuzu No Hana,14162059808,"236 Adelaide St W, Toronto, ON M5H 1W7, Canada",43.648418,-79.388343
24,1,R&D,14165861241,"241 Spadina Ave, Toronto, ON M5T 2E2, Canada",43.6515943,-79.3972048
25,1,241 Pizza,14162410241,"2155 Leanne Blvd, Mississauga, ON L5K 2K8, Canada",43.5262759,-79.6523223
26,1,Saffron Spice Kitchen,14162030222,"459 Queen St W, Toronto, ON M5V 2A9, Canada",43.6484033,-79.3972213
27,1,Athens Restaurant & Tavern,14164654441,"707 Danforth Ave, Toronto, ON M4J 1L2, Canada",43.6789643,-79.3434695
28,1,La Veranda Osteria,14162313800,"946 Royal York Rd, Etobicoke, ON M8X 2E5, Canada",43.6477149,-79.511729
29,1,Hunter's,14162916340,"2574 Birchmount Rd, Scarborough, ON M1T 2M5, Canada",43.7895721,-79.3026251
30,1,Luci Restaurant,14165191355,"664 The Queensway, Etobicoke, ON M8Y 1K7, Canada",43.6275231,-79.4982703
31,1,King's Café,14165911340,"192 Augusta Ave, Toronto, ON M5T 2L6, Canada",43.6542507,-79.402061
32,1,The Keg,14164844646,"2201 Yonge St, Toronto, ON M4S 2B2, Canada",43.7056863,-79.3978836
33,1,Scaddabush,14162969697,"580 Progress Ave, Scarborough, ON M1P 2K2, Canada",43.7776105,-79.254269
34,1,Cinamon Indian Bistro,14165194534,"1966 Queen St E, Toronto, ON M4L 1H8, Canada",43.6698051,-79.3018215
35,1,Udupi Palace,14164058189,"1460 Gerrard St E, Toronto, ON M4L 2A3, Canada",43.672609,-79.3211209
36,1,Little Sister,14164882031,"2031 Yonge St, Toronto, ON M4S 2A2, Canada",43.701568,-79.397075
37,1,Oakwood Pizzeria,14166545655,"434 Oakwood Ave, York, ON M6E 2W5, Canada",43.6891065,-79.4395821
38,1,Brass Taps Pizza Pub,14164663403,"493 Danforth Ave, Toronto, ON M4K 1P5, Canada",43.6779401,-79.3492847
39,1,Sarah's Cafe & Bar,14164063121,"1426 Danforth Ave, Toronto, ON M4J 1N4, Canada",43.6827511,-79.3270634
40,1,Mother's Dumplings,14162172008,"421 Spadina Ave, Toronto, ON M5T 2G6, Canada",43.6571221,-79.3994394
41,1,Firkin on Danforth,14166932057,"2057B Danforth Ave, Toronto, ON M4C 1J6, Canada",43.6853041,-79.3133181
42,1,Town Crier Pub,14162049588,"115 John St, Toronto, ON M5V 2E2, Canada",43.6480785,-79.3901097
43,1,Il Fornello,14164662931,"576 Danforth Ave, Toronto, ON M4K 1R1, Canada",43.6786716,-79.3469255
44,1,Papino's Pizza,14162400707,"1788 Jane St, York, ON M9N 2T2, Canada",43.706292,-79.5048866
45,1,The Frog,14162253764,"4854 Yonge St, North York, ON M2N 5N2, Canada",43.7627189,-79.4114814
46,1,Remezzo,14164988848,"3335 Sheppard Ave E, Scarborough, ON M1T 3K2, Canada",43.777628,-79.307905
47,1,Al Mandi,14164654224,"1328 Danforth Ave, Toronto, ON M4J 1M9, Canada",43.6823016,-79.3293744
48,1,Go For Tea,14162920221,"3700 Midland Ave Unit 113&115, Scarborough, ON M1V 0B3, Canada",43.8147922,-79.2926103
49,1,Broadview Espresso,14165533833,"817 Broadview Ave, Toronto, ON M4K 2P9, Canada",43.6784989,-79.3581831
50,1,Burrito Boyz,14165882699,"575 College St, Toronto, ON M6G 1B2, Canada",43.6551972,-79.4129987
51,1,Jerusalem Restaurant,14164907888,"4777 Leslie St, North York, ON M2J 2K8, Canada",43.7789576,-79.3640257
52,1,Pickle Barrel,14164851244,"2300 Yonge St, Toronto, ON M4P 1E4, Canada",43.7072274,-79.3989594
53,1,Sushi Supreme,14165440777,"1995 Yonge St, Toronto, ON M4S 1Z9, Canada",43.7006166,-79.3967618
54,1,Fishman Lobster Clubhouse,14163210250,"4020 Finch Ave E, Scarborough, ON M1S 3T6, Canada",43.802004,-79.2951529
55,1,Mariachi's,14164817111,"2084 Yonge St, Toronto, ON M4S 2A3, Canada",43.7021467,-79.3976395
56,1,Asa Sushi,14166043001,"18 Jane St, York, ON M6S 3Y2, Canada",43.6498103,-79.4848609
57,1,Boom Breakfast & Co,14164853447,"174 Eglinton Ave W, Toronto, ON M4R 1A7, Canada",43.7057989,-79.4035125
58,1,Mars Uptown Diner,14163227111,"2363 Yonge St, Toronto, ON M4P 2C8, Canada",43.709197,-79.3985702
59,1,Burrito Bandidos,14166918080,"1614 Queen St E, Toronto, ON M4L 1G3, Canada",43.666482,-79.316382
60,1,Portland Variety,14163685151,"587 King St W, Toronto, ON M5V 1M5, Canada",43.6442579,-79.4001473
61,1,Betty's,14163681300,"240 King St E, Toronto, ON M5A 1K1, Canada",43.6515176,-79.3675414
62,1,Motimahal,14164613111,"1422 Gerrard St E, Toronto, ON M4L 1Z6, Canada",43.672289,-79.3226295
63,1,Kimchi Korea House,14165991989,"149 Dundas St W, Toronto, ON M5G 1C5, Canada",43.6552472,-79.3855068
64,1,The Feathers,14166940443,"962 Kingston Rd, Toronto, ON M4E 1S7, Canada",43.6806855,-79.287543
65,1,Rodney's Oyster House,14163638105,"469 King St W, Toronto, ON M5V 1K4, Canada",43.6449473,-79.3968452
66,1,Maple Leaf Tavern,14164650955,"955 Gerrard St E, Toronto, ON M4M 1Z4, Canada",43.6681721,-79.3397865
67,1,Pizza La Rosa,14165517672,"2555 Victoria Park Ave #19, Scarborough, ON M1T 1A3, Canada",43.773213,-79.321159
68,1,Phoenix Restaurant,14165021112,"2900 Warden Ave Unit 105-106, Scarborough, ON M1W 2S8, Canada",43.7981051,-79.3184426
69,1,Pattaya Thai Kitchen,14166945000,"2326 Queen St E, Toronto, ON M4E 1G9, Canada",43.6738034,-79.2828152
70,1,Sichuan Garden,14165936265,"359 Spadina Ave, Toronto, ON M5T 2G3, Canada",43.6555915,-79.3988178
71,1,Village Idiot Pub,14165971175,"126 McCaul St, Toronto, ON M5T 1W2, Canada",43.654388,-79.3916227
72,1,Colaba Junction,14166468800,"801 Bay St 3 & 4, Toronto, ON M5S 1Y9, Canada",43.6610188,-79.3857011
73,1,T Bones,14162695757,"2540 Eglinton Ave E, Scarborough, ON M1K 2R5, Canada",43.7353417,-79.2561259
74,1,Avocado Sushi,14163239770,"1105 Bay St, Toronto, ON M5S 2B3, Canada",43.667781,-79.3884731
75,1,Hot Pot,14164605183,"1545 Eglinton Ave W, York, ON M6E 2G7, Canada",43.6974483,-79.441334
76,1,Pogue Mahone,14165983339,"777 Bay St, Toronto, ON M5G 2B3, Canada",43.660819,-79.384492
77,1,Apache Burger,14162333046,"5236 Dundas St W, Etobicoke, ON M9B 1A7, Canada",43.6393202,-79.5378482
78,1,TYC - by Sanjeev Kapoor,14164819397,"55 Eglinton Ave E, Toronto, ON M4P 1G8, Canada",43.707022,-79.396045
79,1,Sorn Thai,14163223563,"2550 Yonge St, Toronto, ON M4P 2J2, Canada",43.7133474,-79.4000383
80,1,The Gull,14166939337,"1943 Queen St E, Toronto, ON M4L 1H7, Canada",43.6692898,-79.3026996
81,1,Bac Ky Vietnamese Canteen,14165997468,"567 King St W, Toronto, ON M5V 1M1, Canada",43.6443727,-79.3993741
82,1,The Beverley - The Beverley Hotel,14164932786,"335 Queen St W, Toronto, ON M5V 2A1, Canada",43.6496119,-79.3921199
83,1,Thrive Organic Kitchen & Cafe,14162527700,"3473 Lake Shore Blvd W, Etobicoke, ON M8W 1N5, Canada",43.5949922,-79.5304163
84,1,Fresco's Fish And Chips,14165464557,"201 Augusta Ave, Toronto, ON M5T 2L4, Canada",43.653794,-79.4016197
85,1,Moonbean,14165950327,"30 St Andrew St, Toronto, ON M5T 1K6, Canada",43.6542209,-79.4002046
86,1,Mr. Congee,14165513223,"2900 Warden Ave, Scarborough, ON M1W 2S8, Canada",43.7988281,-79.3182508
87,1,Ajisen Ramen,14162230618,"5229 Yonge St, North York, ON M2N 5P8, Canada",43.7714531,-79.4131762
88,1,Greens Vegetarian,14166033337,"638 Dundas St W, Toronto, ON M5T 1H8, Canada",43.6521275,-79.4024982
89,1,McDonald's,14166919364,"1735 Danforth Ave, Toronto, ON M4C 1H9, Canada",43.683788,-79.3206466
90,1,Dolce Gelato,14165462148,"414 Danforth Ave, Toronto, ON M4K 1P3, Canada",43.677852,-79.351193
91,1,St. Louis Bar and Grill,14164800202,"2050 Yonge St, Toronto, ON M4S 1Z9, Canada",43.7015603,-79.3975582
92,1,Fune,14165993868,"100 Simcoe St, Toronto, ON M5H 3G2, Canada",43.6483046,-79.3866237
93,1,Michael's On Simcoe,14162605100,"100 Simcoe St C111, Toronto, ON M5H 3G2, Canada",43.6482048,-79.3866786
94,1,Sushi One,14162220303,"4924 Yonge St, North York, ON M2N 5N5, Canada",43.7644231,-79.4120167
95,1,Sher-E-Punjab,14164652125,"351 Danforth Ave, Toronto, ON M4K 1N7, Canada",43.6771367,-79.3529471
96,1,Sizzler Kabab,14165517786,"381 Spadina Ave, Toronto, ON M5T 1S9, Canada",43.656276,-79.399107
97,1,The Bull,14164852290,"1835 Yonge St, Toronto, ON M4S 1X8, Canada",43.6965936,-79.3960819
98,1,Cora's Breakfast & Lunch,14165982672,"277 Wellington St W, Toronto, ON M5V 3E4, Canada",43.644543,-79.391564
99,1,Pentagram Bar & Grill,14166910469,"2620 Danforth Ave, Toronto, ON M4C 1L7, Canada",43.6885952,-79.3004499
100,1,Spin Dessert Cafe,14162557746,"1060 The Queensway, Etobicoke, ON M8Z 1P7, Canada",43.6232196,-79.5173811
101,1,Horseshoe Tavern,14165984226,"370 Queen St W, Toronto, ON M5V 2A2, Canada",43.6490702,-79.3958951
102,1,Donatello,14165955001,"37 Elm St, Toronto, ON M5G 1H1, Canada",43.6573166,-79.3834791
103,1,I Love Sushi,14163648833,"494 Queen St W, Toronto, ON M5V 2B3, Canada",43.6479201,-79.401062
104,1,Tequila Bookworm,14165042334,"512 Queen St W, Toronto, ON M5V 2B3, Canada",43.6478503,-79.4016038
105,1,The Only Cafe,14164637843,"972 Danforth Ave, Toronto, ON M4J 1M1, Canada",43.6804711,-79.3378031
106,1,Life is Sweet,14166980555,"2345 Queen St E, Toronto, ON M4E 1H2, Canada",43.6720469,-79.2894001
107,1,Athens Pastries,14166949339,"1681 Lake Shore Blvd E, Toronto, ON M4L 3W6, Canada",43.6627219,-79.3097264
108,1,Canyon Creek,14162961400,"430 Progress Ave, Scarborough, ON M1P 5J1, Canada",43.77583,-79.26231
109,1,Touhenboku Ramen,14165516800,"2459 Yonge St, Toronto, ON M4P 2H6, Canada",43.7114177,-79.3990777
110,1,Celena's Bakery,14164252895,"2036 Danforth Ave, Toronto, ON M4C 1J6, Canada",43.6855338,-79.314317
111,1,Buster's Sea Cove,14163699048,"93 Front St E, Toronto, ON M5E 1C3, Canada",43.64825,-79.3714802
112,1,St. Urbain Bagel,14163648305,"93 Front St E #11, Toronto, ON M5E 1C3, Canada",43.6484467,-79.3712057
113,1,Carousel Bakery,14163634247,"93 Front St E, Toronto, ON M5E 1C3, Canada",43.6490516,-79.3717741
114,1,Bardi's Steak House,14163669211,"56 York St, Toronto, ON M5J 1S8, Canada",43.6461092,-79.3829548
115,1,Shark Club - Sports Bar & Grill,14165060753,"10 Dundas St E, Toronto, ON M5B 0A1, Canada",43.6567455,-79.380484
116,1,El Trompo,14162600097,"277 Augusta Ave, Toronto, ON M5T 2L7, Canada",43.6558485,-79.4024282
117,1,Pho Hung,14165934274,"350 Spadina Ave, Toronto, ON M5T 2G4, Canada",43.6544331,-79.3989206
118,1,Orange Alert Coffee,14165918965,"298 Dundas St W, Toronto, ON M5T 1G2, Canada",43.654454,-79.391382
119,1,Creme De La Creme,14162379414,"2991 Bloor St W, Etobicoke, ON M8X 1C1, Canada",43.64752,-79.509917
120,1,Sushi Kaji,14162522166,"860 The Queensway, Etobicoke, ON M8Z 1N7, Canada",43.6249366,-79.5099637
121,1,Akropolis Pastries,14164658175,"708 Danforth Ave, Toronto, ON M4J 1L1, Canada",43.6793749,-79.3434362
122,1,Fabbrica,14163910307,"49 Karl Fraser Rd, North York, ON M3C 0E5, Canada",43.7366646,-79.3446172
123,1,Rosewater,14162145888,"19 Toronto St, Toronto, ON M5C 2R1, Canada",43.6504462,-79.3761188
124,1,Shawarma Empire,14162851337,"1823 Lawrence Ave E, Scarborough, ON M1R 2Y3, Canada",43.7431007,-79.3034546
125,1,Pulcinella,14162539959,"3687 Lake Shore Blvd W, Etobicoke, ON M8W 1P7, Canada",43.5932981,-79.5378637
126,1,Kumo Sushi,14165038288,"562 Kipling Ave, Etobicoke, ON M8Z 5E8, Canada",43.6150778,-79.5247446
127,1,Milestones,14162550464,"1001 The Queensway, Etobicoke, ON M8Z 6C7, Canada",43.6231519,-79.5152455
128,1,Tabule,14164833747,"2009 Yonge St, Toronto, ON M4S 1Z8, Canada",43.7009554,-79.3969456
129,1,Maman,14162166767,"100 King St W, Toronto, ON M5X 2A2, Canada",43.6487247,-79.3827606
130,1,Mercatto,14163060467,"330 Bay St, Toronto, ON M5H 2S8, Canada",43.6500336,-79.3812091
131,1,Quinn's Steakhouse & Irish Bar - Sheraton Hotel,14163678466,"96 Richmond St W, Toronto, ON M5H 2A3, Canada",43.6509088,-79.3830805
132,1,Megas,14164667771,"402 Danforth Ave, Toronto, ON M4K 1P3, Canada",43.6777913,-79.3515477
133,1,La Vecchia,14164890630,"2405 Yonge St A, Toronto, ON M4P 2E7, Canada",43.7102105,-79.3989116
134,1,Thai House Cuisine,14166868541,"2213 Queen St E, Toronto, ON M4E 1E8, Canada",43.6708005,-79.2959885
135,1,244 Pizza & Wings,14162447777,"1166 Weston Rd, York, ON M6M 4P4, Canada",43.687246,-79.490401
136,1,La Forchetta Ristorante,14165343100,"613 College St, Toronto, ON M6G 1B5, Canada",43.654906,-79.4145612
137,1,Dufflet Pastries,14164849080,"2638 Yonge St, Toronto, ON M4P 2J5, Canada",43.7156763,-79.4006053
138,1,The Fox,14164800200,"51 Eglinton Ave E, Toronto, ON M4P 1G7, Canada",43.7069749,-79.396386
139,1,The Big Carrot,14164662129,"348 Danforth Ave, Toronto, ON M4K 1N8, Canada",43.677573,-79.3527601
140,1,Everest Hakka House,14166401015,"2356 Lake Shore Blvd W, Etobicoke, ON M8V 1B6, Canada",43.616353,-79.488249
141,1,Japango,14166905959,"2209 Queen St E, Toronto, ON M4E 1E8, Canada",43.670707,-79.2962569
142,1,P & M Restaurant,14162413838,"1946 Weston Rd, York, ON M9N 1W2, Canada",43.700559,-79.5180646
143,1,Alexandros,14164613073,"484 Danforth Ave, Toronto, ON M4K 1P6, Canada",43.6783945,-79.3493661
144,1,TCJ Restaurant,14163689988,"64 Queen St E, Toronto, ON M5B 1Y4, Canada",43.653401,-79.3753959
145,1,Java House,14165043025,"537 Queen St W, Toronto, ON M5V 2B6, Canada",43.647903,-79.399754
146,1,Pat's Homestyle,14163040767,"558 Queen St W, Toronto, ON M5V 2B5, Canada",43.6475362,-79.4031942
147,1,The Homeway,14164883242,"955 Mt Pleasant Rd, Toronto, ON M4P 2L7, Canada",43.712556,-79.3914948
148,1,Golden Wheat Bakery & Pastry,14165341107,"652 College St, Toronto, ON M6G 1B8, Canada",43.6551598,-79.4162368
149,1,Anatolia,14162070596,"5112 Dundas St W, Etobicoke, ON M9A 1C2, Canada",43.6446955,-79.5329166
150,1,Taste Of Thailand,14162392824,"5310 Dundas St W, Etobicoke, ON M9B 1B3, Canada",43.6359223,-79.5407666
151,1,Kalyvia,14164633333,"420 Danforth Ave, Toronto, ON M4K 1P3, Canada",43.677908,-79.351171
152,1,Westwood Grill,14166048822,"519 Annette St, Toronto, ON M6P 1S1, Canada",43.6599504,-79.4796574
153,1,Aji Sai,14164692124,"783 Danforth Ave, Toronto, ON M4J 1L2, Canada",43.679331,-79.341677
154,1,Her Majesty's Pleasure,14165464991,"556 King St W, Toronto, ON M5V 1M3, Canada",43.6448556,-79.3988599
155,1,Soma Chocolate Maker,14165997662,"443 King St W, Toronto, ON M5V 1K4, Canada",43.645167,-79.39576
156,1,Mr. Sub,14162609662,"438 University Ave, Toronto, ON M5G 2K8, Canada",43.6545779,-79.3888123
157,1,Johnny's Shawarma,14162987917,"1904 Kennedy Rd, Scarborough, ON M1P 2L8, Canada",43.7668618,-79.2818753
158,1,Ha Gow Dim Sum House,14164618294,"988 Danforth Ave, Toronto, ON M4J 1M1, Canada",43.6804995,-79.3375727
159,1,Golden Star Noodle Restaurant,14162418888,"1690 Jane St, York, ON M9N 2S4, Canada",43.7031643,-79.5040883
160,1,Vietnam Noodle Star,14166099796,"4188 Finch Ave E, Scarborough, ON M1V 0C4, Canada",43.8046354,-79.2873289
161,1,Artisano Bakery Cafe,14162079940,"1020 Islington Ave, Etobicoke, ON M8Z 6A4, Canada",43.6309432,-79.5182499
162,1,Mezza Notte Trattoria,14162222888,"5304 Yonge St, North York, ON M2N 5R2, Canada",43.772727,-79.414129
163,1,Good Bite,14164838432,"2463 Yonge St, Toronto, ON M4P 2H6, Canada",43.7114858,-79.3990119
164,1,Il Paesano Pizzeria,14162590440,"396 Brown's Line, Etobicoke, ON M8W 3T8, Canada",43.601186,-79.545347
165,1,Crystal Sea Food,14166566632,"632 Vaughan Rd, York, ON M6E 2Y4, Canada",43.6926888,-79.4412273
166,1,The Real McCoy,14164396804,"1033 Markham Rd, Scarborough, ON M1H 2G1, Canada",43.7740605,-79.230389
167,1,St. Clair Ice Cream,14166945811,"2 Kelvin Ave, Toronto, ON M4C 5C8, Canada",43.6895623,-79.2950183
168,1,Rachel's Coffee House,14165450000,"2011 Yonge St, Toronto, ON M4S 1Z8, Canada",43.7010099,-79.396956
169,1,San Francesco Foods,14165347867,"10 Clinton St, Toronto, ON M6J 2P1, Canada",43.6539343,-79.4134437
170,1,Melanie's Bistro,14164221870,"1870 Danforth Ave, Toronto, ON M4C 1J4, Canada",43.6849185,-79.3172223
171,1,Patrician Grill,14163664841,"219 King St E, Toronto, ON M5A 1J9, Canada",43.6509842,-79.3690271
172,1,Duke Of Richmond,14163407887,"20 Queen St W, Toronto, ON M5H 3R3, Canada",43.652521,-79.3806092
173,1,Yanagi Sushi,14164691524,"1524 Danforth Ave, Toronto, ON M4J 1N4, Canada",43.683203,-79.324919
174,1,Dough Bakeshop,14164652253,"173 Danforth Ave, Toronto, ON M4K 1N2, Canada",43.6764735,-79.3566483
175,1,Bistro Camino,14166980283,"2750 Danforth Ave, Toronto, ON M4C 1L7, Canada",43.6893031,-79.2974222
176,1,Off The Hook,14164654356,"749 Broadview Ave, Toronto, ON M4K 2P6, Canada",43.6759119,-79.3583481
177,1,Cafe Plenty,14165857842,"250 Dundas St W, Toronto, ON M5T 2Z5, Canada",43.6547278,-79.3894554
178,1,Anoush,14162171111,"250 Dundas St W, Toronto, ON M5T 2Z5, Canada",43.6548769,-79.3893998
179,1,Fratelli Village Pizzeria,14162832112,"384 Old Kingston Rd, Scarborough, ON M1C 1B6, Canada",43.784063,-79.1698905
180,1,ZIBA Berlin Döner,14164662422,"1608 Queen St E, Toronto, ON M4L 3A7, Canada",43.6663958,-79.3169353
181,1,Star Buzz Lounge,14165518070,"350 Broadview Ave, Toronto, ON M4M 2G9, Canada",43.6650163,-79.3525913
182,1,Tim Hortons,14163631055,"55 York St, Toronto, ON M5J 1R7, Canada",43.6461046,-79.3825715
183,1,Chipotle,14165968600,"323 Yonge St Unit 114, Toronto, ON M5B 1R7, Canada",43.6568874,-79.3808684
184,1,Triple Triple,14166533030,"2639 Eglinton Ave W, York, ON M6M 1T6, Canada",43.6898693,-79.4757058
185,1,Astoria Shish Kebob House,14164632838,"390 Danforth Ave, Toronto, ON M4K 1P3, Canada",43.6777658,-79.3517738
186,1,Kupfert & Kim,14165041233,"First Canadian Place, 100 King St W, Toronto, ON M5X 1A9, Canada",43.6485365,-79.3820395
187,1,Alleycatz,14164816865,"2409 Yonge St, Toronto, ON M4P 2E7, Canada",43.7103811,-79.39851
188,1,The Cupcake Shoppe,14163226648,"2417 Yonge St, Toronto, ON M4P 2E7, Canada",43.7105539,-79.3987739
189,1,Il Gatto Nero,14165363132,"720 College St, Toronto, ON M6G 1C2, Canada",43.6553131,-79.4188902
190,1,Pizza Nova,14164390000,"2272 Lawrence Ave E, Scarborough, ON M1P 2P9, Canada",43.7494692,-79.277553
191,1,Jimmy The Greek,14162149237,"First Canadian Place, 100 King St W, Toronto, ON M5X 1E1, Canada",43.64888,-79.3824814
192,1,Pho Pasteur,14163517188,"525 Dundas St W, Toronto, ON M5T 1H3, Canada",43.6525566,-79.398991
193,1,Tokyo Sushi,14165130002,"33 St Joseph St, Toronto, ON M4Y 1J8, Canada",43.6656869,-79.3869413
194,1,Grappa Ristorante,14165353337,"690 The Queensway, Etobicoke, ON M8Y 1K9, Canada",43.6272162,-79.4994986
195,1,Butcher by Nature,14162418187,"515 Annette St, Toronto, ON M6P 1S1, Canada",43.660046,-79.479461
196,1,The Green Dragon Pub,14166901782,"1032 Kingston Rd, Toronto, ON M4E 1T5, Canada",43.680864,-79.2847128
197,1,The Fry,14165466159,"4864 Yonge St, North York, ON M2N 5N2, Canada",43.7629344,-79.4116801
198,1,Mekong River,14162369588,"5468 Dundas St W, Etobicoke, ON M9B 1B1, Canada",43.6329141,-79.5445094
199,1,Doce Minho Pastry and Bakery,14166528666,"2189 Dufferin St, York, ON M6E 3R9, Canada",43.6902967,-79.4478365
200,1,The Wallace Gastropub,14164893500,"1954 Yonge St, Toronto, ON M4S 1Z4, Canada",43.6992941,-79.3970712
201,1,The Grille,14162557455,"1596 The Queensway, Etobicoke, ON M8Z 1V1, Canada",43.617709,-79.542885
202,1,Mong-Kut Thai Gold,14164632667,"471 Danforth Ave, Toronto, ON M4K 1R1, Canada",43.6777718,-79.3500012
203,1,Ali Baba's,14164618500,"113 Danforth Ave, Toronto, ON M4K 1N2, Canada",43.676195,-79.35799
204,1,The Tulip,14164695797,"1606 Queen St E, Toronto, ON M4L 1G2, Canada",43.666359,-79.316987
205,1,Diana's Oyster Bar And Grill,14162881588,"2105 Lawrence Ave E, Scarborough, ON M1R 2Z4, Canada",43.7456973,-79.2916165
206,1,Ed's Real Scoop,14164062525,"920 Queen St E, Toronto, ON M4M 1J5, Canada",43.660786,-79.342
207,1,Makkah Restaurant,14166932222,"2980 Danforth Ave, East York, ON M4C 1M6, Canada",43.6906625,-79.2918029
208,1,Vila Verde,14166032515,"869 Dundas St W, Toronto, ON M6J 1V6, Canada",43.6512434,-79.4106314
209,1,Hibiscus Cafe,14163646183,"238 Augusta Ave, Toronto, ON M5T 2L7, Canada",43.6554127,-79.4025203
210,1,Red Lobster,14164912507,"3252 Sheppard Ave E, Scarborough, ON M1T 3K3, Canada",43.778415,-79.311773
211,1,STK Toronto,14166139660,"153 Yorkville Ave, Toronto, ON M5R 1C4, Canada",43.6703902,-79.394312
212,1,The Hot House Restaurant & Bar,14163667800,"35 Church St, Toronto, ON M5E 1T3, Canada",43.648875,-79.3736742
213,1,Just Greek,14162395000,"3004 Bloor St W, Etobicoke, ON M8X 1C2, Canada",43.647703,-79.510497
214,1,Thai On Yonge,14165852788,"370 Yonge St, Toronto, ON M5B 1S5, Canada",43.65855,-79.3820719
215,1,Hungary Thai,14165956405,"196 Augusta Ave, Toronto, ON M5T 2L6, Canada",43.654321,-79.402084
216,1,Buddha's Vegetarian Restaurant,14166033811,"666 Dundas St W, Toronto, ON M5T 1H9, Canada",43.6519068,-79.4033683
217,1,Hero Certified Burgers,14166421395,"100 Wellington St W, Toronto, ON M5K 1A1, Canada",43.6472042,-79.3830649
218,1,La Société,14165519929,"131 Bloor St W, Toronto, ON M5S 1R1, Canada",43.668713,-79.392259
219,1,Murphy's Law,14166905516,"1702 Queen St E, Toronto, ON M4L 1G6, Canada",43.6673749,-79.3127741
220,1,The Grover,14166919200,"676 Kingston Rd, Toronto, ON M4E 1R4, Canada",43.6792427,-79.297302
221,1,Golden Crisp Fish and Chips,14162458839,"1354 Weston Rd, York, ON M6M 4R8, Canada",43.690361,-79.4989883
222,1,Yellow Cup Cafe,14162316688,"225 The East Mall, Etobicoke, ON M9B 6J1, Canada",43.6320429,-79.5518273
223,1,Leña Restaurante,14165073378,"176 Yonge St, Toronto, ON M5C 2L7, Canada",43.6517684,-79.3791791
224,1,Sanagan's Meat Locker,14165939747,"176 Baldwin St, Toronto, ON M5T 1L8, Canada",43.6548282,-79.4007689
225,1,The Remarkable Bean,14164619111,"1103 Queen St E, Toronto, ON M4M 1K7, Canada",43.6619227,-79.3356851
226,1,Nimman,14162554224,"2451 Lake Shore Blvd W, Etobicoke, ON M8V 1C5, Canada",43.6133291,-79.48861
227,1,The Keg Steakhouse + Bar - Dixon Road,14166752311,"927 Dixon Rd, Etobicoke, ON M9W 1J8, Canada",43.6862876,-79.5974931
228,1,Caffe Demetre,14162342233,"2962 Bloor St W, Etobicoke, ON M8X 1B7, Canada",43.6481254,-79.5086309
229,1,Moxie's Grill & Bar,14162968803,"300 Borough Dr, Scarborough, ON M1P 4P5, Canada",43.7767555,-79.2590081
